label,writer,px0,px1,px2,px3,px4,px5,px6,px7,px8,px9,px10,px11,px12,px13,px14,px15,px16,px17,px18,px19,px20,px21,px22,px23,px24,px25,px26,px27,px28,px29,px30,px31,px32,px33,px34,px35,px36,px37,px38,px39,px40,px41,px42,px43,px44,px45,px46,px47,px48,px49,px50,px51,px52,px53,px54,px55,px56,px57,px58,px59,px60,px61,px62,px63,px64,px65,px66,px67,px68,px69,px70,px71,px72,px73,px74,px75,px76,px77,px78,px79,px80,px81,px82,px83,px84,px85,px86,px87,px88,px89,px90,px91,px92,px93,px94,px95,px96,px97,px98,px99,px100,px101,px102,px103,px104,px105,px106,px107,px108,px109,px110,px111,px112,px113,px114,px115,px116,px117,px118,px119,px120,px121,px122,px123,px124,px125,px126,px127,px128,px129,px130,px131,px132,px133,px134,px135,px136,px137,px138,px139,px140,px141,px142,px143,px144,px145,px146,px147,px148,px149,px150,px151,px152,px153,px154,px155,px156,px157,px158,px159,px160,px161,px162,px163,px164,px165,px166,px167,px168,px169,px170,px171,px172,px173,px174,px175,px176,px177,px178,px179,px180,px181,px182,px183,px184,px185,px186,px187,px188,px189,px190,px191,px192,px193,px194,px195,px196,px197,px198,px199,px200,px201,px202,px203,px204,px205,px206,px207,px208,px209,px210,px211,px212,px213,px214,px215,px216,px217,px218,px219,px220,px221,px222,px223,px224,px225,px226,px227,px228,px229,px230,px231,px232,px233,px234,px235,px236,px237,px238,px239,px240,px241,px242,px243,px244,px245,px246,px247,px248,px249,px250,px251,px252,px253,px254,px255
5,aila,255,255,254,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,204,166,193,243,255,254,255,254,255,254,255,254,255,254,255,226,56,57,88,81,179,254,254,255,255,255,255,255,254,255,255,51,149,255,255,203,50,138,255,255,255,255,255,255,255,255,103,123,254,255,255,255,236,92,170,255,255,255,255,255,255,255,16,248,255,193,212,255,255,194,64,255,255,255,255,255,255,255,51,170,255,53,84,254,255,226,55,255,255,255,255,254,255,255,216,84,70,87,106,71,132,88,121,255,255,255,255,255,255,255,255,240,228,253,251,207,151,177,251,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,253,255,255,255,255,254,253,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,254,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255
5,aila,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,254,254,255,255,255,255,255,254,255,255,254,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,194,140,221,254,255,255,255,254,255,254,255,255,255,255,235,167,191,129,85,155,244,255,254,255,255,255,255,254,255,182,78,109,216,254,216,84,90,254,255,255,254,255,254,255,241,56,202,255,255,254,255,255,115,86,250,255,255,255,255,255,181,95,255,255,255,255,255,255,248,79,168,255,255,255,255,255,182,92,255,255,255,255,255,255,254,174,98,255,255,255,255,255,244,49,124,225,255,255,255,252,202,94,134,255,255,255,255,255,255,251,102,39,21,42,43,25,54,153,255,255,255,255,255,255,255,255,255,255,247,225,225,244,255,254,255,255,255,255,255,254,255,255,254,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,249,242,255,255,255,254,255,255,255,255,255,255,254,255,255,255,151,94,255,255,254,255,255,255,255,255,255,254,255,255,254,254,88,198,255,255,255,255,255,255,255,255,255,255,254,255,255,255,65,230,255,255,255,255,255,255,255,255,254,255,255,254,255,255,60,225,255,255,254,255,254,255,255,255,255,255,254,255,255,255,111,107,228,255,255,254,255,255,255,255,254,255,255,255,150,152,245,121,58,125,255,255,255,255,255,255,255,255,255,218,29,232,254,255,235,87,140,255,255,254,255,255,254,255,255,141,125,255,250,244,255,175,73,255,254,255,255,254,255,254,255,182,81,225,135,27,181,86,172,255,255,255,254,255,255,255,255,254,148,50,65,168,70,148,254,255,255,255,255,255,255,255,255,255,255,243,253,255,255,255,255,254,255,254,255,255,255,254,254,255,255,255,254,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,220,238,255,255,255,255,255,255,255,255,255,255,255,255,255,254,121,60,145,251,254,255,255,255,255,255,255,255,255,254,255,255,192,57,62,135,255,255,255,255,255,255,255,255,255,255,255,222,77,194,231,87,192,255,255,254,255,254,255,255,254,255,252,67,160,254,255,174,76,255,255,254,255,255,254,255,255,254,173,75,251,255,254,249,47,225,255,255,255,255,255,255,255,254,102,167,255,255,255,255,100,162,255,255,255,255,255,255,255,255,95,158,255,255,255,255,142,118,255,255,254,255,255,255,255,255,195,82,176,245,255,255,132,121,255,254,255,254,255,255,255,255,255,194,87,74,104,110,43,220,254,255,254,255,255,255,253,255,255,255,254,224,179,172,233,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,254,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,250,122,32,255,255,255,255,255,254,255,255,254,255,152,211,189,39,115,236,255,255,255,254,255,255,255,254,255,255,180,20,70,201,255,255,255,255,255,255,255,255,255,255,254,254,238,8,62,172,255,255,255,255,255,254,255,255,255,255,255,255,102,151,209,69,132,252,255,254,255,255,255,255,255,255,255,241,51,252,255,247,68,146,254,255,255,255,255,255,255,255,255,200,88,255,255,255,227,88,186,255,254,255,255,255,255,255,255,194,92,255,255,254,255,167,93,254,255,255,255,255,254,255,254,232,73,181,255,255,255,207,70,255,255,254,255,255,255,255,255,255,201,74,106,203,250,157,103,255,255,255,254,255,255,255,254,255,255,249,156,60,51,32,218,255,255,255,255,255,255,254,255,255,255,254,254,255,228,252,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255
5,aila,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,248,249,255,255,254,255,255,255,255,254,255,216,246,254,255,255,121,113,255,255,255,254,255,255,255,255,253,72,214,255,254,255,252,53,232,255,254,255,255,255,255,254,241,50,255,255,255,255,255,114,161,255,255,255,255,255,255,255,200,85,255,255,255,255,255,168,117,255,255,255,255,255,254,255,183,102,255,255,254,255,255,206,90,255,255,255,255,255,255,255,203,85,254,223,24,228,255,228,77,255,255,255,255,255,255,255,249,60,224,200,30,102,232,187,84,255,254,255,255,254,255,255,255,143,104,151,98,129,70,71,182,255,254,255,254,255,255,255,255,244,100,46,184,255,255,255,255,255,255,255,255,255,255,255,255,255,239,227,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,254,254,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,253,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255
5,aila,255,254,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,162,195,254,255,255,255,255,255,254,255,255,255,255,254,255,231,188,60,255,255,255,255,255,255,255,255,255,255,255,255,210,25,251,95,169,255,255,254,255,255,255,254,255,255,254,255,92,184,255,186,66,255,255,255,254,255,255,255,255,255,255,229,71,255,255,253,17,239,255,255,255,254,255,255,255,255,255,216,84,255,255,255,69,191,255,255,255,255,255,254,255,255,254,248,84,174,254,252,57,202,254,255,255,255,255,255,255,255,254,255,208,60,101,127,52,255,255,255,255,255,255,255,255,255,255,255,255,255,159,124,238,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,160,218,255,255,255,255,255,255,255,255,255,253,255,255,255,209,85,221,255,255,255,255,255,255,254,255,255,255,255,255,255,72,167,241,168,255,255,255,255,254,255,255,255,254,255,255,176,68,250,233,88,130,253,255,255,255,255,255,255,255,255,255,83,178,254,255,234,65,157,255,255,255,255,255,255,255,255,255,37,241,255,255,255,217,69,244,255,255,255,255,255,255,255,255,34,232,255,255,255,255,76,210,255,255,255,255,255,255,255,255,115,132,255,208,189,255,83,208,255,255,255,255,255,255,255,255,234,74,142,19,87,106,63,251,255,255,255,255,254,255,254,255,254,201,100,194,227,172,216,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,254,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,253,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,254,255,255,255,255,123,101,228,255,254,255,255,255,255,255,255,255,222,73,255,255,251,138,79,255,254,255,255,255,254,255,255,252,65,165,255,255,255,251,110,116,253,255,255,255,255,255,255,232,45,255,254,255,255,255,244,45,199,254,255,255,255,255,255,221,58,255,255,255,255,255,255,169,103,255,255,255,255,255,254,255,36,234,255,255,255,255,255,238,61,255,255,255,255,255,255,255,119,134,255,255,203,189,252,229,56,254,255,255,255,255,254,255,227,78,188,255,77,61,102,104,118,255,255,255,255,255,254,255,254,198,62,58,115,255,149,137,242,255,255,254,255,255,255,255,254,255,255,245,251,255,254,255,255,255,255,255,255,254,255,255,255,255,254,254,255,254,255,255,254,255,255,255,255,255,255,254,255,255,254,255,254,255,254,255,255,255,254,255,255,255,255,255,255,255,255,254,255,254,255,254,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,254,255,255,255,255,255,255,255,187,180,255,212,159,255,255,255,255,255,255,255,255,255,255,255,185,92,255,99,153,255,255,254,255,255,255,255,255,255,255,255,241,88,142,83,240,255,255,254,255,255,255,254,255,255,254,255,255,190,10,173,255,255,254,255,255,255,255,255,255,254,255,254,255,179,31,106,252,254,255,255,255,255,254,254,255,255,254,255,255,97,174,76,153,255,254,255,255,255,255,255,255,255,255,255,248,49,243,219,86,193,255,255,255,255,255,255,254,255,255,255,228,63,255,255,201,24,244,255,255,254,255,255,255,255,255,255,240,55,242,255,255,117,136,255,255,255,254,255,254,255,255,255,255,94,156,255,255,200,78,254,255,255,255,254,255,255,255,255,255,212,88,152,225,146,83,255,255,255,255,255,255,255,255,255,255,253,211,99,68,99,220,255,254,255,255,255,255,255,255,255,254,255,255,254,255,254,254,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,254,255
5,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,189,174,255,117,252,255,255,255,255,255,255,255,255,254,255,253,50,199,254,122,48,219,255,255,255,255,254,255,255,255,255,221,70,255,255,254,163,93,233,254,255,255,255,255,254,255,255,246,51,232,254,255,255,129,104,255,255,255,255,255,255,254,255,254,153,66,198,247,212,220,82,189,255,255,255,255,255,255,255,255,255,181,77,63,83,69,77,81,255,255,255,255,255,254,255,255,254,255,255,254,255,230,139,222,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,254,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,253,255,254,255,254,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255
5,aila,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,254,255,255,254,255,255,254,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,230,65,175,254,255,255,255,255,255,254,255,255,255,255,255,216,77,167,87,173,255,255,255,255,255,255,254,255,255,255,195,81,160,248,215,36,223,255,255,254,255,255,255,255,255,247,55,192,255,255,255,160,90,255,255,255,254,255,255,255,255,157,105,255,255,156,231,255,40,240,254,255,255,255,255,254,255,150,111,254,231,13,148,254,74,203,255,255,255,255,255,255,255,243,45,97,105,100,74,87,68,255,255,255,255,255,255,255,255,254,255,146,103,255,207,184,244,254,255,255,255,255,255,255,255,255,254,255,255,255,254,255,254,255,254,255,254,255,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255
5,aila,255,254,255,255,255,255,255,255,254,255,254,255,255,255,254,255,254,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,254,255,237,237,255,255,255,255,255,254,255,255,255,255,255,255,255,254,145,91,226,255,254,255,255,255,255,255,255,255,255,247,167,147,255,148,67,254,255,255,255,255,255,255,255,255,248,91,78,205,255,250,101,141,254,255,255,255,255,255,255,238,53,131,255,255,255,255,221,35,252,255,255,255,255,255,255,150,113,252,255,255,255,255,255,65,204,255,255,255,255,255,255,137,134,255,254,255,255,255,255,81,191,254,255,254,255,255,254,198,85,245,255,255,192,241,250,55,223,255,255,255,255,255,255,254,91,132,203,105,63,122,196,63,255,254,255,255,255,255,254,255,227,120,87,138,224,102,63,170,255,255,255,254,255,255,255,255,255,255,255,255,255,250,247,255,255,254,255,255,255,255,254,255,255,255,254,255,255,255,254,254,255,255,255,254,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255
5,aila,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,215,231,255,255,255,255,255,255,255,255,255,255,255,255,223,129,36,63,215,254,255,255,255,255,255,255,255,255,250,169,87,130,227,172,46,249,255,255,254,255,255,255,255,255,147,60,209,255,255,253,112,128,255,254,255,254,255,255,255,230,78,232,255,255,255,255,212,65,255,255,254,255,255,255,255,207,91,255,255,255,186,150,237,36,254,255,254,255,254,255,255,232,83,194,252,227,78,52,58,100,255,254,255,254,255,255,254,255,187,49,42,34,152,248,221,255,255,255,255,255,255,255,255,255,255,255,235,252,255,255,254,255,254,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,254,255,255,254,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,255,254,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,254,255,255,254,255,254,255,255,255,254,255,254,255,255,255,255,255,254,255,254,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,254,255,254,219,92,232,255,255,254,255,254,255,255,255,255,255,254,238,110,72,136,87,224,255,255,255,255,255,254,255,254,255,159,5,141,253,255,138,109,254,255,254,255,255,255,254,255,136,92,232,255,255,255,237,72,243,255,255,255,255,255,255,255,58,210,250,12,219,254,255,83,216,255,255,255,255,255,255,254,104,127,150,33,134,254,235,68,227,255,254,255,255,255,255,255,241,84,73,204,68,64,65,136,251,254,255,255,255,255,255,255,255,254,255,255,255,241,250,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,254,255,254,255,255,254,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255
5,aila,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,206,130,255,255,254,255,254,255,255,255,254,255,255,254,255,255,115,31,224,254,255,254,255,255,254,255,255,255,254,255,255,173,91,133,93,255,255,255,255,255,255,255,255,254,255,254,216,28,216,244,59,205,255,255,255,255,255,255,255,255,254,236,80,176,255,255,135,117,255,255,255,254,255,255,255,255,255,140,113,254,255,255,196,61,255,255,255,255,255,254,255,255,242,81,222,255,244,253,228,35,254,255,255,255,255,255,255,255,232,75,255,228,11,132,220,36,255,255,254,255,255,255,255,255,243,78,232,128,119,55,73,104,255,255,255,255,255,255,255,255,255,125,100,60,235,240,197,255,255,255,255,255,255,255,255,255,255,231,150,186,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,254,255,255,255,255,254,255,255
5,aila,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,212,217,255,255,255,255,255,254,255,254,255,254,255,254,255,255,147,109,194,255,255,255,255,255,255,255,255,255,255,255,255,240,95,25,172,255,255,255,254,255,254,255,255,255,255,255,179,28,118,67,249,255,254,255,255,255,255,254,255,255,245,120,86,208,254,74,228,254,255,255,255,255,255,255,255,250,110,101,234,255,255,94,201,255,255,255,255,255,254,255,255,175,79,255,252,254,255,107,185,254,255,255,255,255,255,254,255,92,192,255,39,134,255,111,180,255,254,255,255,255,254,255,255,85,217,238,17,112,250,83,209,255,255,255,255,255,255,255,255,139,74,86,117,52,56,109,255,255,255,255,255,255,255,255,255,244,198,191,255,248,227,250,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
5,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,244,236,255,255,255,255,254,255,255,255,255,255,255,255,254,255,172,79,142,232,245,175,77,172,255,255,255,255,255,255,255,255,255,218,112,56,63,93,194,250,255,255,255,255,255,255,255,255,255,201,81,68,41,141,255,255,254,255,255,255,254,255,255,255,158,41,179,255,234,89,185,255,255,255,255,255,255,255,255,172,89,224,255,255,255,177,87,255,254,255,255,255,254,255,254,38,206,254,212,144,243,239,52,255,255,254,255,255,255,254,208,50,253,255,93,64,102,150,86,254,255,254,255,255,255,255,246,12,169,96,103,241,123,78,223,255,255,255,255,255,255,255,255,198,114,159,247,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
6,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,226,147,170,171,162,157,211,255,255,254,255,255,255,255,254,255,223,131,114,112,121,108,102,255,255,255,255,255,254,255,255,255,255,255,255,255,255,229,73,255,255,255,255,255,255,254,255,255,255,254,255,255,255,249,60,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,58,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,60,248,254,255,255,255,255,255,255,255,255,255,255,255,255,255,60,246,255,254,255,255,255,255,255,255,255,255,255,255,254,255,85,249,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255
6,aila,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,254,187,151,255,255,255,255,254,254,255,255,255,255,254,255,254,255,224,54,87,108,94,87,168,255,254,255,255,255,255,255,255,255,255,250,193,170,185,191,50,245,255,255,255,255,255,254,255,255,255,255,255,255,255,252,71,228,255,255,255,255,255,255,254,255,255,255,254,255,255,209,66,255,255,255,255,255,255,255,255,255,255,255,255,255,255,104,156,255,255,255,255,255,255,255,255,255,255,255,255,255,180,89,244,254,255,255,255,255,255,255,254,255,255,255,255,226,41,206,255,255,255,255,254,255,255,254,255,255,255,255,254,92,164,255,255,254,255,255,255,255,255,255,255,254,255,254,255,254,255,254,255,255,255,254,255,255,254,255,255,255,255,255,254,255,255,255,255,254,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255
6,aila,255,255,255,255,255,255,254,255,255,254,255,254,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,249,122,220,255,255,255,254,255,255,255,254,255,255,109,249,255,215,28,180,255,254,255,255,255,255,255,254,255,255,84,207,254,126,35,255,255,255,255,254,255,255,255,255,255,255,175,43,110,58,76,254,255,255,255,255,255,255,255,255,255,255,252,212,155,218,76,245,255,255,255,255,254,255,255,255,255,255,255,255,255,255,93,196,255,255,255,255,255,254,255,255,255,255,255,255,255,255,152,120,255,255,255,255,255,255,255,255,255,255,255,255,255,255,229,76,227,254,255,255,254,255,255,255,255,255,255,255,255,255,255,194,243,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255
6,aila,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,227,196,187,141,108,88,85,167,255,255,255,255,255,254,255,255,176,86,103,143,182,211,152,88,254,255,255,255,255,255,254,255,254,254,255,255,255,255,110,142,255,255,255,255,255,255,255,255,255,255,255,254,255,248,33,228,255,255,254,255,255,255,255,255,255,255,255,255,255,180,81,255,254,255,255,255,255,255,255,254,255,255,255,255,254,107,162,254,255,255,255,255,255,254,255,255,255,255,255,255,253,63,228,255,254,255,255,255,255,255,255,255,255,255,255,254,249,51,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,46,235,255,255,255,255,255,255,255,255,255,255,255,254,255,255,129,83,197,255,255,254,255,255,255,255,255,255,255,255,254,254,255,154,69,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255
6,aila,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,196,124,255,255,164,217,254,255,254,255,255,255,255,255,255,234,22,195,255,254,9,176,255,254,255,255,254,255,255,255,254,151,123,255,255,191,24,194,255,255,254,255,255,255,254,255,255,138,134,255,249,96,64,197,255,255,255,255,255,254,255,255,254,202,81,181,139,72,99,200,255,254,255,255,254,255,254,255,255,254,177,94,120,224,99,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,100,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,104,191,255,255,254,255,255,255,255,255,255,255,255,255,255,255,114,179,254,255,255,254,255,255,255,255,255,255,255,255,255,255,175,212,255,254,254,255,255,255,255,255,255,255,255,255,255,254,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255
6,aila,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,254,255,255,255,255,255,254,255,255,254,255,255,255,255,254,255,255,243,242,255,255,144,150,255,255,255,255,254,255,255,255,255,255,107,141,254,255,33,129,254,255,255,255,255,255,255,255,254,254,52,250,255,143,22,195,255,255,254,255,255,255,255,255,255,248,56,191,119,53,59,227,255,255,255,255,255,255,255,255,255,255,159,86,137,237,50,241,254,255,255,255,255,255,255,255,255,255,255,254,255,255,43,251,254,255,255,255,255,255,255,255,255,255,255,255,255,254,42,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,53,236,255,255,254,255,255,255,255,255,255,255,255,255,255,255,71,209,255,255,255,254,255,255,255,255,255,255,255,255,255,255,98,177,255,255,255,255,255,255,255,255,255,255,255,255,255,255,137,139,254,255,255,255,255,255,255,255,255,255,255,255,255,255,186,130,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254
6,aila,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,254,255,255,255,255,254,255,255,255,163,232,255,255,105,92,244,255,255,255,254,255,255,254,255,255,105,181,255,185,88,123,72,255,254,255,255,255,255,255,255,255,146,136,255,141,141,132,120,255,255,254,255,255,255,255,255,255,212,74,251,130,123,62,229,255,255,255,255,255,255,255,255,255,255,121,66,49,40,178,255,255,255,254,255,255,255,255,255,255,255,250,217,118,119,255,255,255,254,255,254,255,255,254,255,255,255,255,255,188,92,255,255,254,255,255,255,255,255,255,255,254,255,255,255,241,47,252,254,255,255,254,255,255,255,255,255,255,254,255,254,255,90,184,255,255,254,255,255,255,255,255,255,255,255,255,255,254,170,84,255,255,255,255,254,255,255,255,255,255,255,255,255,255,249,39,220,254,255,254,255,255,255,254,255,255,254,255,254,254,255,255,254,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255
